Respondent,Employment,Country,EdLevel,OrgSize,DevType,YearsCode,Age1stCode,YearsCodePro,CareerSat,JobSat,ConvertedComp,WorkLoc,ImpSyn,Age,Gender,Trans,Sexuality,Ethnicity,Dependents,SurveyLength,SurveyEase
8214,Employed full-time,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;DevOps specialist",14,17,8,Very satisfied,Slightly satisfied,43538,Office,A little above average,32,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
8216,Employed full-time,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Data or business analyst;Developer, back-end;Engineer, data",18,14,12,Very satisfied,Very satisfied,49267,Home,A little above average,37,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
8218,Employed full-time,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test",5,12,3,Very satisfied,Very satisfied,372048,Office,A little above average,22,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
8222,Employed full-time,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees","Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test",12,14,5,Slightly dissatisfied,Slightly dissatisfied,50376,Office,A little above average,26,Man,No,Gay or Lesbian,White or of European descent,No,Too long,Easy
8225,Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, front-end;Developer, mobile",21,10,3,Very satisfied,Very satisfied,57744,Office,A little above average,31,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
8230,Employed full-time,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees",Data scientist or machine learning specialist,6,23,6,Slightly satisfied,Neither satisfied nor dissatisfied,40488,Office,A little above average,35,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
8238,Employed full-time,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",29,11,20,Very satisfied,Very satisfied,39876,Office,A little below average,40,Man,No,,White or of European descent,Yes,Too long,Neither easy nor difficult
8239,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,Data or business analyst;Database administrator,10,14,10,Very satisfied,Slightly satisfied,92000,Office,A little above average,33,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
8241,Employed full-time,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, full-stack;Developer, mobile",6,17,2,Very satisfied,Very satisfied,25980,Office,Average,26,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
8242,Employed full-time,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Developer, full-stack",5,16,2,Very satisfied,Very satisfied,4332,Office,Far above average,23,Man,No,Bisexual,South Asian,Yes,Appropriate in length,Easy
8245,Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,Senior executive/VP,35,10,30,Very satisfied,Very satisfied,458031,Home,Far above average,49,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
8246,Employed full-time,Mexico,Some college/university study without earning a degree,100 to 499 employees,"Developer, mobile",8,16,3,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,15708,Home,Average,26,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,No,Appropriate in length,Easy
8247,Employed full-time,Argentina,"Professional degree (JD, MD, etc.)",100 to 499 employees,"Academic researcher;Designer;Developer, full-stack;Educator;Product manager",32,13,32,Very dissatisfied,Very dissatisfied,32304,Office,Far below average,49,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Difficult
8249,Employed full-time,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,"Developer, back-end",3,22,3,Very satisfied,Slightly satisfied,37810,Office,Average,,Woman,No,Bisexual,White or of European descent,No,Appropriate in length,Easy
8250,Employed full-time,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees","Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",25,15,30,Slightly satisfied,Very satisfied,45830,Office,Far below average,50,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
8254,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, back-end;Developer, front-end;Developer, full-stack",9,18,6,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,11748,Office,Average,29,Man,No,Straight / Heterosexual,,Yes,Too long,Neither easy nor difficult
8258,Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,"Developer, back-end;Developer, desktop or enterprise applications",20,25,19,Slightly satisfied,Neither satisfied nor dissatisfied,40101,Office,A little above average,44,Man,No,,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
8263,Employed full-time,Portugal,Some college/university study without earning a degree,20 to 99 employees,"Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test",19,12,12,Very satisfied,Slightly satisfied,17184,Office,Average,33,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
8264,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, full-stack",3,17,1,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,4198,Office,Average,24,Man,No,Straight / Heterosexual,,Yes,Too long,Neither easy nor difficult
8266,Employed full-time,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",6,18,3,Slightly dissatisfied,Slightly dissatisfied,17796,Office,Far below average,28,Man,No,Straight / Heterosexual,East Asian,Yes,Appropriate in length,Easy
8267,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Data scientist or machine learning specialist;Database administrator;Developer, desktop or enterprise applications;Developer, front-end;Developer, QA or test;Engineer, data;System administrator",25,8,16,Slightly satisfied,Slightly satisfied,36637,Home,Far above average,33,Man,No,Straight / Heterosexual,Multiracial,Yes,Appropriate in length,Easy
8271,Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",7,12,Less than 1 year,Slightly satisfied,Slightly satisfied,,"Other place, such as a coworking space or cafe",Average,23,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
8272,Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Database administrator;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;System administrator",8,16,4,Very satisfied,Very satisfied,1000000,Office,A little above average,24,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
8273,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, full-stack;Developer, game or graphics",18,17,15,Slightly satisfied,Slightly satisfied,78508,Office,A little above average,36,Woman,No,Bisexual,White or of European descent,Yes,Too long,Neither easy nor difficult
8276,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, full-stack",12,12,10,Very satisfied,Very satisfied,91000,Office,A little above average,30,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
8281,Employed full-time,Mexico,Some college/university study without earning a degree,10 to 19 employees,"Developer, back-end;Developer, full-stack",5,14,2,Slightly satisfied,Slightly dissatisfied,4392,Office,A little below average,22,Man,No,Straight / Heterosexual,,No,Too long,Easy
8284,Employed full-time,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Academic researcher;Developer, front-end",9,10,5,Very satisfied,Slightly satisfied,216372,Office,Average,29,Man,No,Gay or Lesbian,Hispanic or Latino/Latina,Yes,Too long,Easy
8287,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, full-stack",6,18,6,Slightly dissatisfied,Slightly dissatisfied,184704,Office,Far above average,28,Man,No,,,Yes,Too long,Easy
8288,Employed full-time,Germany,Some college/university study without earning a degree,20 to 99 employees,"Designer;Developer, front-end;Developer, mobile",10,13,4,Very dissatisfied,Slightly satisfied,59400,Office,A little above average,28,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
8289,Employed full-time,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)",2-9 employees,"Academic researcher;Database administrator;Developer, back-end;Developer, front-end;Developer, QA or test;Scientist",3,36,2,Very satisfied,Slightly satisfied,48121,Home,Average,38,Woman,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
8290,Employed full-time,United Kingdom,Some college/university study without earning a degree,20 to 99 employees,"Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist",15,15,9,Very satisfied,Very satisfied,56264,Home,Far above average,30,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
8291,Employed part-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test",39,11,23,Very satisfied,Very satisfied,70354,Office,A little above average,50,Woman,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
8296,Employed full-time,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","5,000 to 9,999 employees","Developer, back-end",6,19,Less than 1 year,Very dissatisfied,Very dissatisfied,19884,Office,A little above average,24,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
8297,Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end",10,15,5,Very satisfied,Very satisfied,83972,Office,Average,29,Woman,No,Bisexual,White or of European descent,No,Appropriate in length,Easy
8298,Employed full-time,Croatia,Some college/university study without earning a degree,20 to 99 employees,"Developer, full-stack;Developer, mobile;Developer, QA or test",1,15,Less than 1 year,Very satisfied,Very satisfied,14832,Office,A little below average,20,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Neither easy nor difficult
8299,Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,"Developer, embedded applications or devices;DevOps specialist",8,10,4,Very satisfied,Very satisfied,59535,Office,Far above average,25,Man,No,Bisexual,White or of European descent,No,Too long,Easy
8301,Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,"Developer, full-stack",17,10,12,Very satisfied,Slightly satisfied,,Home,Far below average,37,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
8303,Employed full-time,Greece,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Data or business analyst;Developer, full-stack;Engineer, data",10,17,6,Very satisfied,Very satisfied,33227,Office,A little above average,29,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
8304,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,"Developer, back-end;Developer, full-stack",14,14,7,Very satisfied,Slightly satisfied,185000,Office,Average,28,Man,No,Straight / Heterosexual,South Asian,No,Appropriate in length,Easy
8306,Employed part-time,United States,Associate degree,100 to 499 employees,"Developer, back-end;Developer, desktop or enterprise applications",2,8,Less than 1 year,Very satisfied,Very satisfied,19200,Office,Average,21,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
8308,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, full-stack",20,15,13,Very satisfied,Slightly satisfied,98000,Home,Far above average,34,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
